date,product,category,price,discount,quantity_sold,profit,profit_margin,event
2023-09-20,Dark Rock Pro 4,Air Cooler,73.63,3%,1248,20015.07,0.28,No Promo
2023-09-20,Corsair H100i,Liquid AIO Cooler,123.99,0%,973,38431.46,0.35,No Promo
2023-09-20,NZXT Kraken X63,Liquid AIO Cooler,134.41,0%,873,35459.47,0.33,No Promo
2023-09-20,EKWB EK-KIT P240,Custom Liquid Cooler,226.04,1%,666,54641.94,0.4,No Promo
2023-09-20,Thermaltake Pacific CL360,Custom Liquid Cooler,282.52,1%,1071,116226.58,0.42,No Promo
2023-09-21,Noctua NH-D15,Air Cooler,84.47,1%,1306,28055.23,0.3,No Promo
2023-09-21,Dark Rock Pro 4,Air Cooler,75.76,1%,1183,21496.82,0.28,No Promo
2023-09-21,Corsair H100i,Liquid AIO Cooler,123.01,0%,987,38019.46,0.35,No Promo
2023-09-21,NZXT Kraken X63,Liquid AIO Cooler,132.45,1%,889,34366.63,0.33,No Promo
2023-09-21,EKWB EK-KIT P240,Custom Liquid Cooler,224.03,3%,689,55144.37,0.4,No Promo
2023-09-21,Thermaltake Pacific CL360,Custom Liquid Cooler,287.75,0%,1055,120007.51,0.42,No Promo
2023-09-22,Noctua NH-D15,Air Cooler,83.3,3%,1324,26880.72,0.3,No Promo
2023-09-22,Dark Rock Pro 4,Air Cooler,76.58,0%,1168,22174.04,0.28,No Promo
2023-09-22,Corsair H100i,Liquid AIO Cooler,122.93,1%,1010,38818.39,0.35,No Promo
2023-09-22,NZXT Kraken X63,Liquid AIO Cooler,131.21,1%,901,33711.41,0.33,No Promo
2023-09-22,EKWB EK-KIT P240,Custom Liquid Cooler,228.97,1%,655,55661.95,0.4,No Promo
2023-09-22,Thermaltake Pacific CL360,Custom Liquid Cooler,282.97,2%,1082,117908.42,0.42,No Promo
2023-09-23,Noctua NH-D15,Air Cooler,83.94,3%,1324,27738.67,0.3,No Promo
2023-09-23,Dark Rock Pro 4,Air Cooler,75.16,2%,1217,21374.17,0.28,No Promo
2023-09-23,Corsair H100i,Liquid AIO Cooler,124.43,0%,969,38702.12,0.35,No Promo
2023-09-23,NZXT Kraken X63,Liquid AIO Cooler,132.21,2%,904,34726.44,0.33,No Promo
2023-09-23,EKWB EK-KIT P240,Custom Liquid Cooler,225.07,2%,683,55375.11,0.4,No Promo
2023-09-23,Thermaltake Pacific CL360,Custom Liquid Cooler,283.37,2%,1079,118012.19,0.42,No Promo
2023-09-24,Noctua NH-D15,Air Cooler,86.6,0%,1279,30198.49,0.3,No Promo
2023-09-24,Dark Rock Pro 4,Air Cooler,75.79,0%,1193,21705.37,0.28,No Promo
2023-09-24,Corsair H100i,Liquid AIO Cooler,123.91,1%,980,38625.22,0.35,No Promo
2023-09-24,NZXT Kraken X63,Liquid AIO Cooler,131.5,1%,895,33745.71,0.33,No Promo
2023-09-24,EKWB EK-KIT P240,Custom Liquid Cooler,228.01,1%,658,55283.4,0.4,No Promo
2023-09-24,Thermaltake Pacific CL360,Custom Liquid Cooler,283.95,1%,1048,115236.25,0.42,No Promo
2023-09-25,Noctua NH-D15,Air Cooler,82.56,3%,1333,26084.72,0.3,No Promo
2023-09-25,Dark Rock Pro 4,Air Cooler,76.64,0%,1168,22247.74,0.28,No Promo
2023-09-25,Corsair H100i,Liquid AIO Cooler,123.64,0%,994,38907.82,0.35,No Promo
2023-09-25,NZXT Kraken X63,Liquid AIO Cooler,131.8,2%,913,34698.5,0.33,No Promo
2023-09-25,EKWB EK-KIT P240,Custom Liquid Cooler,227.78,0%,649,54374.41,0.4,No Promo
2023-09-25,Thermaltake Pacific CL360,Custom Liquid Cooler,282.61,1%,1050,114047.66,0.42,No Promo
2023-09-26,Noctua NH-D15,Air Cooler,83.73,3%,1312,27205.1,0.3,No Promo
2023-09-26,Dark Rock Pro 4,Air Cooler,75.88,0%,1172,21432.01,0.28,No Promo
2023-09-26,Corsair H100i,Liquid AIO Cooler,122.12,2%,997,37513.0,0.35,No Promo
2023-09-26,NZXT Kraken X63,Liquid AIO Cooler,132.12,1%,891,34147.71,0.33,No Promo
2023-09-26,EKWB EK-KIT P240,Custom Liquid Cooler,222.26,3%,681,53298.36,0.4,No Promo
2023-09-26,Thermaltake Pacific CL360,Custom Liquid Cooler,279.08,3%,1080,113490.22,0.42,No Promo
2023-09-27,Noctua NH-D15,Air Cooler,83.72,2%,1335,27665.09,0.3,No Promo
2023-09-27,Dark Rock Pro 4,Air Cooler,76.9,0%,1185,22881.44,0.28,No Promo
2023-09-27,Corsair H100i,Liquid AIO Cooler,124.2,0%,979,38873.7,0.35,No Promo
2023-09-27,NZXT Kraken X63,Liquid AIO Cooler,132.53,0%,885,34281.58,0.33,No Promo
2023-09-27,EKWB EK-KIT P240,Custom Liquid Cooler,222.88,2%,671,52935.55,0.4,No Promo
2023-09-27,Thermaltake Pacific CL360,Custom Liquid Cooler,278.02,2%,1071,111416.74,0.42,No Promo
2023-09-28,Noctua NH-D15,Air Cooler,86.34,0%,1262,29461.19,0.3,No Promo
2023-09-28,Dark Rock Pro 4,Air Cooler,74.29,2%,1201,20058.17,0.28,No Promo
2023-09-28,Corsair H100i,Liquid AIO Cooler,122.31,1%,996,37663.82,0.35,No Promo
2023-09-28,NZXT Kraken X63,Liquid AIO Cooler,132.47,1%,909,35159.73,0.33,No Promo
2023-09-28,EKWB EK-KIT P240,Custom Liquid Cooler,226.26,1%,670,55120.49,0.4,No Promo
2023-09-28,Thermaltake Pacific CL360,Custom Liquid Cooler,282.17,2%,1072,115964.13,0.42,No Promo
2023-09-29,Noctua NH-D15,Air Cooler,84.52,2%,1328,28588.34,0.3,No Promo
2023-09-29,Dark Rock Pro 4,Air Cooler,73.87,3%,1207,19650.13,0.28,No Promo
2023-09-29,Corsair H100i,Liquid AIO Cooler,122.95,1%,999,38419.86,0.35,No Promo
2023-09-29,NZXT Kraken X63,Liquid AIO Cooler,131.32,2%,909,34108.43,0.33,No Promo
2023-09-29,EKWB EK-KIT P240,Custom Liquid Cooler,228.03,1%,656,55124.94,0.4,No Promo
2023-09-29,Thermaltake Pacific CL360,Custom Liquid Cooler,286.49,0%,1030,115865.83,0.42,No Promo
2023-09-30,Noctua NH-D15,Air Cooler,84.69,2%,1326,28763.94,0.3,No Promo
2023-09-30,Dark Rock Pro 4,Air Cooler,73.44,3%,1215,19258.6,0.28,No Promo
2023-09-30,Corsair H100i,Liquid AIO Cooler,122.75,1%,1000,38258.28,0.35,No Promo
2023-09-30,NZXT Kraken X63,Liquid AIO Cooler,133.47,0%,894,35473.34,0.33,No Promo
2023-09-30,EKWB EK-KIT P240,Custom Liquid Cooler,226.73,1%,662,54769.29,0.4,No Promo
2023-09-30,Thermaltake Pacific CL360,Custom Liquid Cooler,281.97,1%,1074,115964.14,0.42,No Promo
2023-10-01,Noctua NH-D15,Air Cooler,85.36,1%,1282,28673.11,0.3,No Promo
2023-10-01,Dark Rock Pro 4,Air Cooler,75.34,2%,1191,21142.78,0.28,No Promo
2023-10-01,Corsair H100i,Liquid AIO Cooler,122.74,1%,1012,38704.4,0.35,No Promo
2023-10-01,NZXT Kraken X63,Liquid AIO Cooler,131.58,2%,916,34616.01,0.33,No Promo
2023-10-01,EKWB EK-KIT P240,Custom Liquid Cooler,224.12,3%,678,54323.0,0.4,No Promo
2023-10-01,Thermaltake Pacific CL360,Custom Liquid Cooler,284.91,1%,1064,118017.57,0.42,No Promo
2023-10-02,Noctua NH-D15,Air Cooler,83.01,3%,1319,26405.37,0.3,No Promo
2023-10-02,Dark Rock Pro 4,Air Cooler,74.31,2%,1225,20475.73,0.28,No Promo
2023-10-02,Corsair H100i,Liquid AIO Cooler,122.35,2%,1022,38686.61,0.35,No Promo
2023-10-02,NZXT Kraken X63,Liquid AIO Cooler,128.84,3%,924,32379.05,0.33,No Promo
2023-10-02,EKWB EK-KIT P240,Custom Liquid Cooler,230.84,0%,641,55667.1,0.4,No Promo
2023-10-02,Thermaltake Pacific CL360,Custom Liquid Cooler,285.9,0%,1049,117384.49,0.42,No Promo
2023-10-03,Noctua NH-D15,Air Cooler,83.58,2%,1323,27235.13,0.3,No Promo
2023-10-03,Dark Rock Pro 4,Air Cooler,74.79,3%,1226,21085.13,0.28,No Promo
2023-10-03,Corsair H100i,Liquid AIO Cooler,121.28,2%,1014,37303.89,0.35,No Promo
2023-10-03,NZXT Kraken X63,Liquid AIO Cooler,131.68,1%,890,33719.92,0.33,No Promo
2023-10-03,EKWB EK-KIT P240,Custom Liquid Cooler,228.63,1%,661,55943.27,0.4,No Promo
2023-10-03,Thermaltake Pacific CL360,Custom Liquid Cooler,277.88,2%,1082,112408.02,0.42,No Promo
2023-10-04,Noctua NH-D15,Air Cooler,83.81,3%,1333,27752.57,0.3,No Promo
2023-10-04,Dark Rock Pro 4,Air Cooler,74.84,2%,1194,20591.42,0.28,No Promo
2023-10-04,Corsair H100i,Liquid AIO Cooler,123.19,0%,1006,38930.88,0.35,No Promo
2023-10-04,NZXT Kraken X63,Liquid AIO Cooler,132.53,0%,877,33969.54,0.33,No Promo
2023-10-04,EKWB EK-KIT P240,Custom Liquid Cooler,224.51,1%,650,52337.42,0.4,No Promo
2023-10-04,Thermaltake Pacific CL360,Custom Liquid Cooler,276.49,3%,1089,111616.4,0.42,No Promo
2023-10-05,Noctua NH-D15,Air Cooler,83.67,3%,1339,27692.04,0.3,No Promo
2023-10-05,Dark Rock Pro 4,Air Cooler,73.58,3%,1217,19458.08,0.28,No Promo
2023-10-05,Corsair H100i,Liquid AIO Cooler,121.34,3%,1025,37769.57,0.35,No Promo
2023-10-05,NZXT Kraken X63,Liquid AIO Cooler,129.04,3%,916,32283.32,0.33,No Promo
2023-10-05,EKWB EK-KIT P240,Custom Liquid Cooler,230.78,0%,650,56408.3,0.4,No Promo
2023-10-05,Thermaltake Pacific CL360,Custom Liquid Cooler,280.32,3%,1096,116532.6,0.42,No Promo
2023-10-06,Noctua NH-D15,Air Cooler,83.51,3%,1307,26816.29,0.3,No Promo
2023-10-06,Dark Rock Pro 4,Air Cooler,75.11,2%,1232,21584.8,0.28,No Promo
2023-10-06,Corsair H100i,Liquid AIO Cooler,122.28,2%,993,37526.66,0.35,No Promo
2023-10-06,NZXT Kraken X63,Liquid AIO Cooler,130.81,3%,907,33572.19,0.33,No Promo
2023-10-06,EKWB EK-KIT P240,Custom Liquid Cooler,227.88,0%,650,54525.55,0.4,No Promo
2023-10-06,Thermaltake Pacific CL360,Custom Liquid Cooler,285.06,1%,1062,117947.36,0.42,No Promo
2023-10-07,Noctua NH-D15,Air Cooler,86.27,0%,1292,30068.95,0.3,No Promo
2023-10-07,Dark Rock Pro 4,Air Cooler,74.81,2%,1237,21291.61,0.28,No Promo
2023-10-07,Corsair H100i,Liquid AIO Cooler,123.59,1%,1004,39252.54,0.35,No Promo
2023-10-07,NZXT Kraken X63,Liquid AIO Cooler,131.65,2%,906,34301.0,0.33,No Promo
2023-10-07,EKWB EK-KIT P240,Custom Liquid Cooler,224.87,2%,681,55078.05,0.4,No Promo
2023-10-07,Thermaltake Pacific CL360,Custom Liquid Cooler,280.97,2%,1054,112757.33,0.42,No Promo
2023-10-08,Noctua NH-D15,Air Cooler,85.63,0%,1311,29677.99,0.3,No Promo
2023-10-08,Dark Rock Pro 4,Air Cooler,73.85,3%,1238,20127.95,0.28,No Promo
2023-10-08,Corsair H100i,Liquid AIO Cooler,124.51,0%,995,39811.75,0.35,No Promo
2023-10-08,NZXT Kraken X63,Liquid AIO Cooler,128.36,3%,915,31632.71,0.33,No Promo
2023-10-08,EKWB EK-KIT P240,Custom Liquid Cooler,224.78,1%,667,53883.44,0.4,No Promo
2023-10-08,Thermaltake Pacific CL360,Custom Liquid Cooler,276.49,3%,1082,110895.95,0.42,No Promo
2023-10-09,Noctua NH-D15,Air Cooler,86.61,0%,1285,30348.0,0.3,No Promo
2023-10-09,Dark Rock Pro 4,Air Cooler,74.85,2%,1202,20745.57,0.28,No Promo
2023-10-09,Corsair H100i,Liquid AIO Cooler,122.82,1%,986,37786.5,0.35,No Promo
2023-10-09,NZXT Kraken X63,Liquid AIO Cooler,132.03,2%,921,35219.8,0.33,No Promo
2023-10-09,EKWB EK-KIT P240,Custom Liquid Cooler,225.24,1%,674,54757.99,0.4,No Promo
2023-10-09,Thermaltake Pacific CL360,Custom Liquid Cooler,279.98,3%,1082,114681.99,0.42,No Promo
2023-10-10,Noctua NH-D15,Air Cooler,84.24,2%,1330,28254.12,0.3,No Promo
2023-10-10,Dark Rock Pro 4,Air Cooler,73.94,3%,1246,20373.0,0.28,No Promo
2023-10-10,Corsair H100i,Liquid AIO Cooler,123.04,0%,989,38124.52,0.35,No Promo
2023-10-10,NZXT Kraken X63,Liquid AIO Cooler,130.25,3%,918,33464.8,0.33,No Promo
2023-10-10,EKWB EK-KIT P240,Custom Liquid Cooler,224.81,2%,672,54308.67,0.4,No Promo
2023-10-10,Thermaltake Pacific CL360,Custom Liquid Cooler,281.33,1%,1047,112377.71,0.42,No Promo
2023-10-11,Noctua NH-D15,Air Cooler,86.57,0%,1272,29987.43,0.3,No Promo
2023-10-11,Dark Rock Pro 4,Air Cooler,75.0,2%,1203,20942.97,0.28,No Promo
2023-10-11,Corsair H100i,Liquid AIO Cooler,123.14,0%,1001,38685.01,0.35,No Promo
2023-10-11,NZXT Kraken X63,Liquid AIO Cooler,131.83,1%,895,34043.02,0.33,No Promo
2023-10-11,EKWB EK-KIT P240,Custom Liquid Cooler,230.58,0%,660,57147.45,0.4,No Promo
2023-10-11,Thermaltake Pacific CL360,Custom Liquid Cooler,277.74,3%,1064,110388.86,0.42,No Promo
2023-10-12,Noctua NH-D15,Air Cooler,85.16,0%,1303,28884.22,0.3,No Promo
2023-10-12,Dark Rock Pro 4,Air Cooler,73.35,3%,1209,19055.26,0.28,No Promo
2023-10-12,Corsair H100i,Liquid AIO Cooler,124.74,0%,991,39881.23,0.35,No Promo
2023-10-12,NZXT Kraken X63,Liquid AIO Cooler,132.16,2%,894,34299.56,0.33,No Promo
2023-10-12,EKWB EK-KIT P240,Custom Liquid Cooler,229.58,0%,651,55714.84,0.4,No Promo
2023-10-12,Thermaltake Pacific CL360,Custom Liquid Cooler,284.23,0%,1037,114314.37,0.42,No Promo
2023-10-13,Noctua NH-D15,Air Cooler,86.54,0%,1286,30278.7,0.3,No Promo
2023-10-13,Dark Rock Pro 4,Air Cooler,75.42,1%,1181,21058.49,0.28,No Promo
2023-10-13,Corsair H100i,Liquid AIO Cooler,124.34,0%,1004,40008.48,0.35,No Promo
2023-10-13,NZXT Kraken X63,Liquid AIO Cooler,129.24,3%,927,32862.4,0.33,No Promo
2023-10-13,EKWB EK-KIT P240,Custom Liquid Cooler,225.31,2%,681,55373.96,0.4,No Promo
2023-10-13,Thermaltake Pacific CL360,Custom Liquid Cooler,279.58,2%,1077,113719.2,0.42,No Promo
2023-10-14,Noctua NH-D15,Air Cooler,83.74,3%,1307,27114.98,0.3,No Promo
2023-10-14,Dark Rock Pro 4,Air Cooler,74.22,2%,1223,20334.16,0.28,No Promo
2023-10-14,Corsair H100i,Liquid AIO Cooler,119.15,3%,1013,35105.12,0.35,No Promo
2023-10-14,NZXT Kraken X63,Liquid AIO Cooler,129.43,3%,916,32645.47,0.33,No Promo
2023-10-14,EKWB EK-KIT P240,Custom Liquid Cooler,224.35,2%,663,53272.98,0.4,No Promo
2023-10-14,Thermaltake Pacific CL360,Custom Liquid Cooler,284.08,1%,1074,118232.13,0.42,No Promo
2023-10-15,Noctua NH-D15,Air Cooler,86.39,0%,1294,30277.03,0.3,No Promo
2023-10-15,Dark Rock Pro 4,Air Cooler,74.93,2%,1223,21203.8,0.28,No Promo
2023-10-15,Corsair H100i,Liquid AIO Cooler,121.65,1%,996,37012.07,0.35,No Promo
2023-10-15,NZXT Kraken X63,Liquid AIO Cooler,130.28,2%,919,33533.27,0.33,No Promo
2023-10-15,EKWB EK-KIT P240,Custom Liquid Cooler,229.37,0%,645,55068.09,0.4,No Promo
2023-10-15,Thermaltake Pacific CL360,Custom Liquid Cooler,277.51,3%,1092,113041.8,0.42,No Promo
2023-10-16,Noctua NH-D15,Air Cooler,83.35,3%,1345,27374.37,0.3,No Promo
2023-10-16,Dark Rock Pro 4,Air Cooler,75.19,1%,1209,21270.45,0.28,No Promo
2023-10-16,Corsair H100i,Liquid AIO Cooler,120.73,3%,1008,36521.66,0.35,No Promo
2023-10-16,NZXT Kraken X63,Liquid AIO Cooler,132.1,2%,901,34510.21,0.33,No Promo
2023-10-16,EKWB EK-KIT P240,Custom Liquid Cooler,223.87,3%,666,53196.88,0.4,No Promo
2023-10-16,Thermaltake Pacific CL360,Custom Liquid Cooler,277.56,2%,1057,109466.07,0.42,No Promo
2023-10-17,Noctua NH-D15,Air Cooler,86.24,0%,1305,30339.1,0.3,No Promo
2023-10-17,Dark Rock Pro 4,Air Cooler,74.02,2%,1204,19773.87,0.28,No Promo
2023-10-17,Corsair H100i,Liquid AIO Cooler,122.87,1%,1017,39032.41,0.35,No Promo
2023-10-17,NZXT Kraken X63,Liquid AIO Cooler,128.51,3%,915,31764.01,0.33,No Promo
2023-10-17,EKWB EK-KIT P240,Custom Liquid Cooler,229.83,0%,651,55880.81,0.4,No Promo
2023-10-17,Thermaltake Pacific CL360,Custom Liquid Cooler,284.43,0%,1025,113197.0,0.42,No Promo
2023-10-18,Noctua NH-D15,Air Cooler,83.53,3%,1320,27115.04,0.3,No Promo
2023-10-18,Dark Rock Pro 4,Air Cooler,74.76,2%,1189,20412.78,0.28,No Promo
2023-10-18,Corsair H100i,Liquid AIO Cooler,120.66,2%,1006,36382.58,0.35,No Promo
2023-10-18,NZXT Kraken X63,Liquid AIO Cooler,133.02,0%,869,34090.58,0.33,No Promo
2023-10-18,EKWB EK-KIT P240,Custom Liquid Cooler,230.51,0%,657,56838.4,0.4,No Promo
2023-10-18,Thermaltake Pacific CL360,Custom Liquid Cooler,285.72,1%,1055,117866.01,0.42,No Promo
2023-10-19,Noctua NH-D15,Air Cooler,85.95,0%,1290,29609.26,0.3,No Promo
2023-10-19,Dark Rock Pro 4,Air Cooler,75.82,0%,1170,21328.86,0.28,No Promo
2023-10-19,Corsair H100i,Liquid AIO Cooler,123.51,1%,1016,39640.17,0.35,No Promo
2023-10-19,NZXT Kraken X63,Liquid AIO Cooler,129.92,2%,893,32261.55,0.33,No Promo
2023-10-19,EKWB EK-KIT P240,Custom Liquid Cooler,226.02,2%,678,55612.6,0.4,No Promo
2023-10-19,Thermaltake Pacific CL360,Custom Liquid Cooler,283.67,1%,1041,114168.11,0.42,No Promo
2023-10-20,Noctua NH-D15,Air Cooler,84.18,1%,1312,27796.86,0.3,No Promo
2023-10-20,Dark Rock Pro 4,Air Cooler,76.13,1%,1177,21815.03,0.28,No Promo
2023-10-20,Corsair H100i,Liquid AIO Cooler,119.65,3%,1030,36212.53,0.35,No Promo
2023-10-20,NZXT Kraken X63,Liquid AIO Cooler,131.46,2%,915,34468.26,0.33,No Promo
2023-10-20,EKWB EK-KIT P240,Custom Liquid Cooler,230.87,0%,666,57857.32,0.4,No Promo
2023-10-20,Thermaltake Pacific CL360,Custom Liquid Cooler,278.77,3%,1078,112951.66,0.42,No Promo
2023-10-21,Noctua NH-D15,Air Cooler,85.65,1%,1295,29339.66,0.3,No Promo
2023-10-21,Dark Rock Pro 4,Air Cooler,75.36,1%,1210,21492.46,0.28,No Promo
2023-10-21,Corsair H100i,Liquid AIO Cooler,120.61,3%,1010,36475.54,0.35,No Promo
2023-10-21,NZXT Kraken X63,Liquid AIO Cooler,132.5,1%,900,34835.42,0.33,No Promo
2023-10-21,EKWB EK-KIT P240,Custom Liquid Cooler,226.14,1%,669,54952.87,0.4,No Promo
2023-10-21,Thermaltake Pacific CL360,Custom Liquid Cooler,278.08,3%,1100,114489.64,0.42,No Promo
2023-10-22,Noctua NH-D15,Air Cooler,85.14,1%,1276,28255.4,0.3,No Promo
2023-10-22,Dark Rock Pro 4,Air Cooler,76.03,0%,1191,21955.27,0.28,No Promo
2023-10-22,Corsair H100i,Liquid AIO Cooler,122.09,1%,1007,37863.7,0.35,No Promo
2023-10-22,NZXT Kraken X63,Liquid AIO Cooler,129.19,3%,920,32565.36,0.33,No Promo
2023-10-22,EKWB EK-KIT P240,Custom Liquid Cooler,223.13,3%,681,53891.24,0.4,No Promo
2023-10-22,Thermaltake Pacific CL360,Custom Liquid Cooler,277.13,3%,1084,111800.59,0.42,No Promo
2023-10-23,Noctua NH-D15,Air Cooler,86.25,0%,1280,29764.55,0.3,No Promo
2023-10-23,Dark Rock Pro 4,Air Cooler,74.15,3%,1233,20414.15,0.28,No Promo
2023-10-23,Corsair H100i,Liquid AIO Cooler,123.08,0%,979,37773.61,0.35,No Promo
2023-10-23,NZXT Kraken X63,Liquid AIO Cooler,131.77,1%,902,34259.39,0.33,No Promo
2023-10-23,EKWB EK-KIT P240,Custom Liquid Cooler,223.87,2%,667,53276.65,0.4,No Promo
2023-10-23,Thermaltake Pacific CL360,Custom Liquid Cooler,281.95,2%,1066,115075.61,0.42,No Promo
2023-10-24,Noctua NH-D15,Air Cooler,82.49,3%,1329,25911.39,0.3,No Promo
2023-10-24,Dark Rock Pro 4,Air Cooler,74.15,3%,1203,19923.3,0.28,No Promo
2023-10-24,Corsair H100i,Liquid AIO Cooler,123.97,0%,992,39162.79,0.35,No Promo
2023-10-24,NZXT Kraken X63,Liquid AIO Cooler,130.97,1%,895,33276.53,0.33,No Promo
2023-10-24,EKWB EK-KIT P240,Custom Liquid Cooler,222.85,2%,659,51967.18,0.4,No Promo
2023-10-24,Thermaltake Pacific CL360,Custom Liquid Cooler,283.36,0%,1059,115819.48,0.42,No Promo
2023-10-25,Noctua NH-D15,Air Cooler,84.61,2%,1317,28467.95,0.3,No Promo
2023-10-25,Dark Rock Pro 4,Air Cooler,75.97,0%,1165,21404.29,0.28,No Promo
2023-10-25,Corsair H100i,Liquid AIO Cooler,120.28,3%,1013,36252.42,0.35,No Promo
2023-10-25,NZXT Kraken X63,Liquid AIO Cooler,129.72,3%,925,33230.89,0.33,No Promo
2023-10-25,EKWB EK-KIT P240,Custom Liquid Cooler,230.98,0%,661,57496.98,0.4,No Promo
2023-10-25,Thermaltake Pacific CL360,Custom Liquid Cooler,283.06,0%,1052,114735.1,0.42,No Promo
2023-10-26,Noctua NH-D15,Air Cooler,83.66,2%,1292,26703.32,0.3,No Promo
2023-10-26,Dark Rock Pro 4,Air Cooler,75.69,1%,1211,21918.47,0.28,No Promo
2023-10-26,Corsair H100i,Liquid AIO Cooler,121.81,2%,1000,37314.33,0.35,No Promo
2023-10-26,NZXT Kraken X63,Liquid AIO Cooler,131.26,1%,914,34242.63,0.33,No Promo
2023-10-26,EKWB EK-KIT P240,Custom Liquid Cooler,219.86,3%,670,50828.52,0.4,No Promo
2023-10-26,Thermaltake Pacific CL360,Custom Liquid Cooler,278.12,2%,1063,110685.85,0.42,No Promo
2023-10-27,Noctua NH-D15,Air Cooler,86.56,0%,1274,30024.7,0.3,No Promo
2023-10-27,Dark Rock Pro 4,Air Cooler,74.16,3%,1225,20292.8,0.28,No Promo
2023-10-27,Corsair H100i,Liquid AIO Cooler,119.92,3%,1024,36275.95,0.35,No Promo
2023-10-27,NZXT Kraken X63,Liquid AIO Cooler,130.45,3%,912,33435.1,0.33,No Promo
2023-10-27,EKWB EK-KIT P240,Custom Liquid Cooler,221.75,3%,686,53343.68,0.4,No Promo
2023-10-27,Thermaltake Pacific CL360,Custom Liquid Cooler,283.88,1%,1058,116257.54,0.42,No Promo
2023-10-28,Noctua NH-D15,Air Cooler,83.24,3%,1311,26547.79,0.3,No Promo
2023-10-28,Dark Rock Pro 4,Air Cooler,76.23,0%,1182,22025.51,0.28,No Promo
2023-10-28,Corsair H100i,Liquid AIO Cooler,119.12,3%,1010,34977.35,0.35,No Promo
2023-10-28,NZXT Kraken X63,Liquid AIO Cooler,134.47,0%,897,36487.34,0.33,No Promo
2023-10-28,EKWB EK-KIT P240,Custom Liquid Cooler,222.59,2%,674,52972.76,0.4,No Promo
2023-10-28,Thermaltake Pacific CL360,Custom Liquid Cooler,287.22,0%,1039,117642.9,0.42,No Promo
2023-10-29,Noctua NH-D15,Air Cooler,84.61,2%,1322,28574.67,0.3,No Promo
2023-10-29,Dark Rock Pro 4,Air Cooler,74.36,2%,1210,20282.87,0.28,No Promo
2023-10-29,Corsair H100i,Liquid AIO Cooler,124.89,0%,984,39745.71,0.35,No Promo
2023-10-29,NZXT Kraken X63,Liquid AIO Cooler,133.1,1%,897,35254.45,0.33,No Promo
2023-10-29,EKWB EK-KIT P240,Custom Liquid Cooler,225.17,2%,682,55365.37,0.4,No Promo
2023-10-29,Thermaltake Pacific CL360,Custom Liquid Cooler,279.52,3%,1083,114279.87,0.42,No Promo
2023-10-30,Noctua NH-D15,Air Cooler,83.38,2%,1293,26357.35,0.3,No Promo
2023-10-30,Dark Rock Pro 4,Air Cooler,73.62,3%,1219,19535.25,0.28,No Promo
2023-10-30,Corsair H100i,Liquid AIO Cooler,119.47,3%,1027,35917.08,0.35,No Promo
2023-10-30,NZXT Kraken X63,Liquid AIO Cooler,128.25,3%,910,31357.36,0.33,No Promo
2023-10-30,EKWB EK-KIT P240,Custom Liquid Cooler,230.87,0%,646,56122.64,0.4,No Promo
2023-10-30,Thermaltake Pacific CL360,Custom Liquid Cooler,281.34,1%,1069,114754.64,0.42,No Promo
2023-10-31,Noctua NH-D15,Air Cooler,84.41,1%,1303,27908.53,0.3,No Promo
2023-10-31,Dark Rock Pro 4,Air Cooler,74.6,2%,1220,20744.2,0.28,No Promo
2023-10-31,Corsair H100i,Liquid AIO Cooler,124.91,0%,974,39361.09,0.35,No Promo
2023-10-31,NZXT Kraken X63,Liquid AIO Cooler,129.81,2%,916,32988.28,0.33,No Promo
2023-10-31,EKWB EK-KIT P240,Custom Liquid Cooler,225.31,1%,672,54646.63,0.4,No Promo
2023-10-31,Thermaltake Pacific CL360,Custom Liquid Cooler,284.5,1%,1045,115479.4,0.42,No Promo
2023-11-01,Noctua NH-D15,Air Cooler,85.24,1%,1280,28477.92,0.3,No Promo
2023-11-01,Dark Rock Pro 4,Air Cooler,74.78,1%,1216,20902.24,0.28,No Promo
2023-11-01,Corsair H100i,Liquid AIO Cooler,119.43,3%,1034,36128.14,0.35,No Promo
2023-11-01,NZXT Kraken X63,Liquid AIO Cooler,134.1,0%,895,36076.75,0.33,No Promo
2023-11-01,EKWB EK-KIT P240,Custom Liquid Cooler,223.96,2%,676,54059.68,0.4,No Promo
2023-11-01,Thermaltake Pacific CL360,Custom Liquid Cooler,278.41,2%,1061,110785.5,0.42,No Promo
2023-11-02,Noctua NH-D15,Air Cooler,85.65,1%,1295,29339.21,0.3,No Promo
2023-11-02,Dark Rock Pro 4,Air Cooler,76.19,0%,1194,22199.25,0.28,No Promo
2023-11-02,Corsair H100i,Liquid AIO Cooler,123.34,1%,1004,39003.78,0.35,No Promo
2023-11-02,NZXT Kraken X63,Liquid AIO Cooler,131.71,1%,908,34424.95,0.33,No Promo
2023-11-02,EKWB EK-KIT P240,Custom Liquid Cooler,227.01,0%,654,54291.58,0.4,No Promo
2023-11-02,Thermaltake Pacific CL360,Custom Liquid Cooler,278.13,3%,1090,113504.7,0.42,No Promo
2023-11-03,Noctua NH-D15,Air Cooler,83.22,3%,1348,27270.69,0.3,No Promo
2023-11-03,Dark Rock Pro 4,Air Cooler,74.27,3%,1208,20147.51,0.28,No Promo
2023-11-03,Corsair H100i,Liquid AIO Cooler,119.22,3%,1025,35596.21,0.35,No Promo
2023-11-03,NZXT Kraken X63,Liquid AIO Cooler,132.07,0%,881,33725.73,0.33,No Promo
